ID	DOCULECT	CONCEPT	VALUE	TOKENS	COGIDS	NOBORID
3770	Suzhou	freeze	tɕiəʔ⁴ pin⁴⁴	tɕ j ə ʔ ⁴ + p i n ⁴⁴	678 83	283
3771	Wenzhou	freeze	tɕi⁴¹⁻² peŋ⁴⁴	tɕ i ⁴¹ + p e ŋ ⁴⁴	678 83	283
3772	Changsha	freeze	tɕie²⁴ pin³³	tɕ j e ²⁴ + p i n ³³	678 83	283
3773	Changsha	freeze	ɕia¹¹ lin¹³	ɕ j a ¹¹ + l i n ¹³	58 84	282
3774	Changsha	freeze	kəu⁵⁵⁻⁴¹ lin¹³	k əu ⁵⁵ + l i n ¹³	681 84	285
3775	Loudi	freeze	tɕʰiɔ⁴² kɤ³⁵	tɕʰ j ɔ ⁴² + k ɤ ³⁵	216 681	281
3776	Nanchang	freeze	tɕiɛt⁵ pin⁴²	tɕ j ɛ t ⁵ + p i n ⁴²	678 83	283
3777	Meixian	freeze	ket¹ pen³³	k e t ¹ + p e n ³³	678 83	283
3778	Guilin	freeze	tɕie⁵⁵⁻²¹ pi⁴²	tɕ j e ⁵⁵ + p i ŋ ⁴²	678 83	283
3779	Guangzhou	freeze	kit³ eŋ⁵⁵	k i t ³ + p e ŋ ⁵⁵	678 83	283
3780	Fuzhou	freeze	kieʔ⁵⁻²¹ piŋ⁵⁵	k j e ʔ ⁵ + p i ŋ ⁵⁵	678 83	283
3781	Xiamen	freeze	kiat³²*⁻⁵ piŋ⁵⁵	k j a t ³² + p i ŋ ⁵⁵	678 83	283
926	Beijing	fruit	ʂuei²¹⁴⁻³⁵ kuo²¹³	ʂ w ei ²¹⁴ + k w o ²¹³	194 114	288
927	Ha_erbin	fruit	ʂuei²¹³⁻²⁴ kuor²¹³	ʂ w ei ²¹³ + k w o ²¹³	194 114	288
928	Jinan	fruit	ʂuei⁴⁵⁻⁵³ kuɤ⁴⁵	ʂ w ei ⁴⁵ + k w ɤ ⁴⁵	194 114	288
929	Rongcheng	fruit	kɔr²¹³ mən⁰	k ɔ ²¹³ + m ə n ⁰	114 195	287
930	Taiyuan	fruit	suei⁵³⁻²¹ kuo⁵³	s w ei ⁵³ + k w o ⁵³	194 114	288
931	Xi_an	fruit	fei⁵³ kuo⁰	f ei ⁵³ + k w o ⁰	194 114	288
932	Chengdu	fruit	suei⁵³⁻⁵⁵ ko⁵³	s w ei ⁵³ + k o ⁵³	194 114	288
933	Nanjing	fruit	suei¹¹⁻¹² ko¹¹	s w ei ¹¹ + k o ¹¹	194 114	288
934	Jixi	fruit	ɕy²¹³⁻³¹ kɵ²¹³	ɕ y ²¹³ + k ɵ ²¹³	194 114	288
935	Suzhou	fruit	sʯ⁵²⁻⁴¹ kəu⁵²⁻²³	s ʯ ⁵² + k əu ⁵²	194 114	288
936	Wenzhou	fruit	sɿ²⁴⁻⁵³ ku²⁴²⁻²³	s ɿ ²⁴ + k u ²⁴²	194 114	288
937	Changsha	fruit	ɕyei⁴¹ ko⁴¹	ɕ ɥ ei ⁴¹ + k o ⁴¹	194 114	288
938	Loudi	fruit	ko⁴² tsɿ⁰	k o ⁴² + ts ɿ ⁰	114 19	286
939	Nanchang	fruit	sui²¹³⁻⁴⁴ kuo²¹³	s w i ²¹³ + k w o ²¹³	194 114	288
940	Meixian	fruit	sui³¹⁻³³ kuo³¹	s w i ³¹ + k w o ³¹	194 114	288
941	Guilin	fruit	suei²³ kuo²³⁻²²	s w ei ²³ + k w o ²³	194 114	288
942	Guangzhou	fruit	søy³⁵ kyɔ³⁵	s øy ³⁵ + k w ɔ ³⁵	194 114	288
943	Fuzhou	fruit	kuo³²⁻³⁵ ʒi³²	k w o ³² + ʒ i ³²	114 19	286
944	Xiamen	fruit	tsui⁵³⁻⁵⁵ ko⁵³	ts w i ⁵³ + k o ⁵³	194 114	288
4036	Beijing	full	man²¹⁴	m a n ²¹⁴	710	290
4037	Ha_erbin	full	man²¹³	m a n ²¹³	710	290
4038	Jinan	full	mæ̃⁴⁵	m æ̃ ⁴⁵	710	290
4039	Rongcheng	full	mɐn²¹⁴	m ɐ n ²¹⁴	710	290
4040	Taiyuan	full	mæ̃⁵³	m æ̃ ⁵³	710	290
4041	Xi_an	full	mæ̃⁵³	m æ̃ ⁵³	710	290
4042	Chengdu	full	man⁵³	m a n ⁵³	710	290
4043	Chengdu	full	pau²¹³	p au ²¹³	711	291
4044	Nanjing	full	mɑ̃¹¹	m ɑ̃ ¹¹	710	290
4045	Jixi	full	mɑ̃²¹³	m ɑ̃ ²¹³	710	290
4046	Suzhou	full	mø²³¹	m ø ²³¹	710	290
4047	Wenzhou	full	mø²⁴²	m ø ²⁴²	710	290
4048	Changsha	full	mõ⁴¹	m õ ⁴¹	710	290
4049	Loudi	full	mẽ⁴²	m ẽ ⁴²	710	290
4050	Nanchang	full	mon²¹³	m o n ²¹³	710	290
4051	Meixian	full	man³³	m a n ³³	710	290
4052	Guilin	full	mã²³	m ã ²³	710	290
4053	Guangzhou	full	mun²³	m u n ²³	710	290
4054	Fuzhou	full	ko²¹²⁻⁵⁵ louŋ⁵³	k o ²¹² + l ou ŋ ⁵³	56 687	289
4055	Fuzhou	full	muaŋ³²	m w a ŋ ³²	710	290
4056	Xiamen	full	muã⁵³	m w ã ⁵³	710	290
3363	Beijing	good	xɑu²¹⁴	x ɑu ²¹⁴	642	302
3364	Ha_erbin	good	xau²¹³	x au ²¹³	642	302
3365	Ha_erbin	good	tai⁵³ tɕiŋ⁵³	t ai ⁵³ + tɕ i ŋ ⁵³	9 643	303
3366	Ha_erbin	good	pu⁵³⁻²⁴ lai⁵³	p u ⁵³ + l ai ⁵³	98 644	304
3367	Jinan	good	xɔ⁴⁵	x ɔ ⁴⁵	642	302
3368	Rongcheng	good	pu²¹⁴⁻² tsʰau³³⁴⁻³²	p u ²¹⁴ + tsʰ au ³³⁴	98 645	305
3369	Taiyuan	good	xau⁵³	x au ⁵³	642	302
3370	Xi_an	good	xɑu⁵³	x ɑu ⁵³	642	302
3371	Chengdu	good	xau⁵³	x au ⁵³	642	302
3372	Nanjing	good	xɔ¹¹	x ɔ ¹¹	642	302
3373	Jixi	good	xɤ²¹³	x ɤ ²¹³	642	302
3374	Suzhou	good	hæ⁵²	h æ ⁵²	642	302
3375	Wenzhou	good	hə²⁴	h ə ²⁴	642	302
3376	Changsha	good	xau⁴¹	x au ⁴¹	642	302
3377	Loudi	good	xɤ³⁵	x ɤ ³⁵	642	302
3378	Nanchang	good	hau²¹³	h au ²¹³	642	302
3379	Meixian	good	hau³¹	h au ³¹	642	302
3380	Guilin	good	xɑu²³	x ɑu ²³	642	302
3381	Guangzhou	good	hou³⁵	h ou ³⁵	642	302
3382	Fuzhou	good	ho³²	h o ³²	642	302
3383	Xiamen	good	ho⁵³	h o ⁵³	642	302
400	Beijing	grass	tsʰau²¹⁴	tsʰ au ²¹⁴	111	306
401	Ha_erbin	grass	tsʰau²¹³	tsʰ au ²¹³	111	306
402	Jinan	grass	tsʰɔ⁴⁵	tsʰ ɔ ⁴⁵	111	306
403	Rongcheng	grass	tsʰau²¹⁴	tsʰ au ²¹⁴	111	306
404	Taiyuan	grass	tsʰau⁵³	tsʰ au ⁵³	111	306
405	Xi_an	grass	tsʰɑu⁵³	tsʰ ɑu ⁵³	111	306
406	Chengdu	grass	tsʰau⁵³	tsʰ au ⁵³	111	306
407	Nanjing	grass	tsʰɔ¹¹	tsʰ ɔ ¹¹	111	306
408	Jixi	grass	tsʰɤ²¹³	tsʰ ɤ ²¹³	111	306
409	Suzhou	grass	tsʰæ⁵²	tsʰ æ ⁵²	111	306
410	Wenzhou	grass	tsʰə²⁴²	tsʰ ə ²⁴²	111	306
411	Changsha	grass	tsʰau⁴¹	tsʰ au ⁴¹	111	306
412	Loudi	grass	tsʰɤ⁴²	tsʰ ɤ ⁴²	111	306
413	Nanchang	grass	tsʰau²¹³	tsʰ au ²¹³	111	306
414	Meixian	grass	tsʰau³¹	tsʰ au ³¹	111	306
415	Guilin	grass	tsʰɑu²³	tsʰ ɑu ²³	111	306
416	Guangzhou	grass	tsʰou³⁵	tsʰ ou ³⁵	111	306
417	Fuzhou	grass	tsʰau³²	tsʰ au ³²	111	306
418	Xiamen	grass	tsʰau⁵³	tsʰ au ⁵³	111	306
2337	Beijing	grease	tʂʅ²¹³⁻²¹ fɑŋ³⁵	ʈʂ ʅ ²¹³ + f ɑ ŋ ³⁵	504 505	308
2338	Ha_erbin	grease	tʂʅ²¹³⁻²¹ faŋ²⁴	ʈʂ ʅ ²¹³ + f a ŋ ²⁴	504 505	308
2339	Jinan	grease	tʂʅ²¹⁴ fɑŋ⁴⁵	ʈʂ ʅ ²¹⁴ + f ɑ ŋ ⁴⁵	504 505	308
2340	Rongcheng	grease	tʂʅ²¹⁴⁻²¹ faŋ³⁵	ʈʂ ʅ ²¹⁴ + f a ŋ ³⁵	504 505	308
2341	Taiyuan	grease	tsɿ⁵³ fɒ̃⁰	ts ɿ ⁵³ + f ɒ̃ ⁰	504 505	308
2342	Taiyuan	grease	iəu²¹	j əu ²¹	506	309
2343	Xi_an	grease	tsɿ²¹ fɑŋ²⁴	ts ɿ ²¹ + f ɑ ŋ ²⁴	504 505	308
2344	Xi_an	grease	iou²⁴	j u ²⁴	506	309
2345	Chengdu	grease	iəu²¹	j əu ²¹	506	309
2346	Nanjing	grease	iəɯ¹³	j əɯ ¹³	506	309
2347	Nanjing	grease	tʂʅ¹¹⁻²¹ fɑ̃¹³	ʈʂ ʅ ¹¹ + f ɑ̃ ¹³	504 505	308
2348	Jixi	grease	iɵ⁴⁴	j ɵ ⁴⁴	506	309
2349	Jixi	grease	tsɿ²¹³⁻⁴⁴ xõ⁴⁴	ts ɿ ²¹³ + x õ ⁴⁴	504 505	308
2350	Suzhou	grease	tsɑ̃⁴¹²⁻⁴⁴ ȵioʔ²³*⁻²¹*	ts ɑ̃ ⁴¹² + ɲ j o ʔ ²³	507 18	311
2351	Wenzhou	grease	tsɿ⁴⁴ huɔ⁴⁴	ts ɿ ⁴⁴ + h w ɔ ⁴⁴	504 505	308
2352	Changsha	grease	tsɿ³³ fan¹³	ts ɿ ³³ + f a n ¹³	504 505	308
2353	Loudi	grease	ɣui¹³⁻³³ nio³⁵⁻⁵ tsɿ⁰	ɣ w i ¹³ + n io ³⁵ + ts ɿ ⁰	508 18 19	312
2354	Nanchang	grease	tsɿ²¹³⁻²⁴ faŋ²¹	ts ɿ ²¹³ + f a ŋ ²¹	504 505	308
2355	Nanchang	grease	iu⁴⁵	j u ⁴⁵	506	309
2356	Meixian	grease	iu¹¹	j u ¹¹	506	309
2357	Guilin	grease	pã²³ iou²²	p ã ²³ + j ou ²²	434 506	307
2358	Guangzhou	grease	kou⁵³	k ou ⁵³	510	313
2359	Fuzhou	grease	ieu⁵³⁻⁵⁵ ʒie⁵⁵	j eu ⁵³ + ʒ j e ⁵⁵	506 504	310
4017	Beijing	green	ly⁵¹	l y ⁵¹	709	314
4018	Ha_erbin	green	ly⁵³	l y ⁵³	709	314
4019	Jinan	green	ly³¹	l y ³¹	709	314
4020	Rongcheng	green	ly²¹⁴	l y ²¹⁴	709	314
4021	Taiyuan	green	ly⁴⁵	l y ⁴⁵	709	314
4022	Xi_an	green	liou²¹	l j ou ²¹	709	314
4023	Chengdu	green	nu²¹	n u ²¹	709	314
4024	Nanjing	green	luʔ⁵	l u ʔ ⁵	709	314
4025	Jixi	green	nɤʔ²³*	n ɤ ʔ ²³	709	314
4026	Suzhou	green	loʔ²³*	l o ʔ ²³	709	314
4027	Wenzhou	green	lo²¹	l o ²¹	709	314
4028	Changsha	green	ləu²⁴	l əu ²⁴	709	314
4029	Loudi	green	lɤu³⁵	l ɤu ³⁵	709	314
4030	Nanchang	green	liuʔ⁵	l j u ʔ ⁵	709	314
4031	Meixian	green	liuk⁵	l j u k ⁵	709	314
4032	Guilin	green	liou⁵⁵	l j ou ⁵⁵	709	314
4033	Guangzhou	green	lok²	l o k ²	709	314
4034	Fuzhou	green	luoʔ⁵	l w o ʔ ⁵	709	314
4035	Xiamen	green	lik⁵	l i k ⁵	709	314
2595	Beijing	guts	tʂʰɑŋ³⁵ tsɿ⁰	ʈʂʰ ɑ ŋ ³⁵ + ts ɿ ⁰	538 19	318
2596	Ha_erbin	guts	tʂʰaŋ²⁴ tsɿ⁰	ʈʂʰ a ŋ ²⁴ + ts ɿ ⁰	538 19	318
2597	Jinan	guts	tʂʰɑŋ⁵³⁻⁴⁵ tsɿ⁰	ʈʂʰ ɑ ŋ ⁵³ + ts ɿ ⁰	538 19	318
2598	Rongcheng	guts	tʂaŋ³⁵ tsɿ⁰	ʈʂ a ŋ ³⁵ + ts ɿ ⁰	538 19	318
2599	Taiyuan	guts	tsʰɒ̃²¹ tsəʔ⁰	tsʰ ɒ̃ ²¹ + ts ə ʔ ⁰	538 19	318
2600	Xi_an	guts	tʂʰɑŋ²⁴	ʈʂʰ ɑ ŋ ²⁴	538	317
2601	Xi_an	guts	tʂʰɑŋ²⁴ tsɿ⁰	ʈʂʰ ɑ ŋ ²⁴ + ts ɿ ⁰	538 19	318
2602	Chengdu	guts	tsʰaŋ²¹⁻⁵⁵ tsɿ⁵³	tsʰ a ŋ ²¹ + ts ɿ ⁵³	538 19	318
2603	Nanjing	guts	tsʰɑ̃¹³⁻¹¹ tsɿ⁰	tsʰ ɑ̃ ¹³ + ts ɿ ⁰	538 19	318
2604	Jixi	guts	tɕʰiõ⁵⁵	tɕʰ j õ ⁵⁵	538	317
2605	Suzhou	guts	dəu²³¹⁻²² ã¹³⁻³¹	d əu ²³¹ + z ã ¹³	278 831	316
2606	Wenzhou	guts	døy²⁴⁻⁴² dʑi³⁴¹⁻²¹	d øy ²⁴ + dʑ i ³⁴¹	278 830	315
2607	Changsha	guts	tsan¹³ tsɿ⁰	ts a n ¹³ + ts ɿ ⁰	538 19	318
2608	Loudi	guts	tʰɔŋ¹³	tʰ ɔ ŋ ¹³	538	317
2609	Nanchang	guts	tsʰɔŋ²⁴ tsɿ⁰	tsʰ ɔ ŋ ²⁴ + ts ɿ ⁰	538 19	318
2610	Meixian	guts	tsʰoŋ¹¹ ŋe⁰	tsʰ o ŋ ¹¹ + ŋ e ⁰	538 782	319
2611	Guilin	guts	tsɑŋ²² tse²³⁻³³	ts ɑ ŋ ²² + ts e ²³	538 19	318
2612	Guangzhou	guts	tsʰœŋ²¹	tsʰ œ ŋ ²¹	538	317
2613	Fuzhou	guts	tuoŋ⁵³	t w o ŋ ⁵³	538	317
2614	Xiamen	guts	tŋ̍²⁴⁻²² ŋa⁵³	t ŋ̍ ²⁴ + ŋ/Ø a ⁵³	538 797	320
1247	Beijing	hair	tʰou³⁵ fᴀ⁵¹	tʰ ou ³⁵ + f a̠ ⁵¹	79 262	322
1248	Ha_erbin	hair	tʰour²⁴ fa⁰	tʰ ou ²⁴ + f a ⁰	79 262	322
1249	Jinan	hair	tʰou⁵³⁻⁴⁵ fa⁰	tʰ ou ⁵³ + f a ⁰	79 262	322
1250	Rongcheng	hair	tou³⁵ fa⁰	t ou ³⁵ + f a ⁰	79 262	322
1251	Taiyuan	hair	tʰəu²¹ faʔ²	tʰ əu ²¹ + f a ʔ ²	79 262	322
1252	Xi_an	hair	tʰou²⁴ fɑ⁰	tʰ ou ²⁴ + f ɑ ⁰	79 262	322
1253	Chengdu	hair	tʰəu²¹⁻⁵⁵ fa²¹⁻⁵⁵	tʰ əu ²¹ + f a ²¹	79 262	322
1254	Nanjing	hair	tʰəɯ¹³⁻²¹ fɑʔ⁵	tʰ əɯ ¹³ + f ɑ ʔ ⁵	79 262	322
1255	Jixi	hair	tʰi⁴⁴ mɤ⁴⁴	tʰ i ⁴⁴ + m ɤ ⁴⁴	79 263	323
1256	Jixi	hair	tʰi⁴⁴⁻³⁵ faʔ³²*	tʰ i ⁴⁴ + f a ʔ ³²	79 262	322
1257	Suzhou	hair	dʏ¹³⁻²² faʔ⁴	d ʏ ¹³ + f a ʔ ⁴	79 262	322
1258	Wenzhou	hair	dɤu³⁴¹⁻²⁴ ho⁴¹	d ɤu ³⁴¹ + h o ⁴¹	79 262	322
1259	Changsha	hair	təu¹³ fa²⁴	t əu ¹³ + f a ²⁴	79 262	322
1260	Loudi	hair	diɤ¹³ xɔ⁰	d j ɤ ¹³ + x ɔ ⁰	79 262	322
1261	Nanchang	hair	tʰɛu²⁴ fat⁰	tʰ ɛu ²⁴ + f a t ⁰	79 262	322
1262	Meixian	hair	tʰeu¹¹ na¹¹ mau³³	tʰ eu ¹¹ + n a ¹¹ + m au ³³	79 261 263	321
1263	Guilin	hair	tai²² mau²²	t ai ²² + m au ²²	79 263	323
1264	Guangzhou	hair	tʰɐu²¹ fat³	tʰ ɐu ²¹ + f a t ³	79 262	322
1265	Fuzhou	hair	tʰau⁵³⁻²¹ uoʔ²⁴*	tʰ au ⁵³ + w o ʔ ²⁴	79 262	322
1266	Xiamen	hair	tʰau²⁴⁻²² mŋ̍²⁴	tʰ au ²⁴ + m ŋ̍ ²⁴	79 263	323
790	Beijing	hand	ʂou²¹³	ʂ ou ²¹³	182	324
791	Ha_erbin	hand	ʂou²¹³	ʂ ou ²¹³	182	324
792	Jinan	hand	ʂou⁴⁵	ʂ ou ⁴⁵	182	324
793	Rongcheng	hand	ʂou²¹⁴	ʂ ou ²¹⁴	182	324
794	Taiyuan	hand	səu⁵³	s əu ⁵³	182	324
795	Xi_an	hand	ʂou⁵³	ʂ ou ⁵³	182	324
796	Chengdu	hand	səu⁵³	s əu ⁵³	182	324
797	Nanjing	hand	səɯ¹¹	s əɯ ¹¹	182	324
798	Jixi	hand	si²¹³	s i ²¹³	182	324
799	Suzhou	hand	sʏ⁵²	s ʏ ⁵²	182	324
800	Wenzhou	hand	ɕieu²⁴	ɕ j eu ²⁴	182	324
801	Changsha	hand	səu⁴¹	s əu ⁴¹	182	324
802	Changsha	hand	səu⁴¹⁻⁴⁴ pa⁵⁵ tsɿ⁰	s əu ⁴¹ + p a ⁵⁵ + ts ɿ ⁰	182 183 19	325
803	Loudi	hand	ɕio⁴²	ɕ io ⁴²	182	324
804	Nanchang	hand	ɕiu²¹³	ɕ j u ²¹³	182	324
805	Meixian	hand	su³¹	s u ³¹	182	324
806	Guilin	hand	sou²³	s ou ²³	182	324
807	Guangzhou	hand	sɐu³⁵	s ɐu ³⁵	182	324
808	Fuzhou	hand	tsʰieu³²	tsʰ j eu ³²	182	324
809	Xiamen	hand	tsʰiu⁵³	tsʰ j u ⁵³	182	324
1078	Beijing	he	tʰᴀ⁵⁵	tʰ a̠ ⁵⁵	226	326
1079	Ha_erbin	he	tʰa⁴⁴	tʰ a ⁴⁴	226	326
1080	Jinan	he	tʰa⁴⁵	tʰ a ⁴⁵	226	326
1081	Rongcheng	he	tʰa⁵²	tʰ a ⁵²	226	326
1082	Taiyuan	he	tʰa²¹	tʰ a ²¹	226	326
1083	Xi_an	he	tʰɑ²¹	tʰ ɑ ²¹	226	326
1084	Chengdu	he	tʰa⁴⁵	tʰ a ⁴⁵	226	326
1085	Nanjing	he	tʰɑ³¹	tʰ ɑ ³¹	226	326
1086	Jixi	he	ki⁴⁴	k i ⁴⁴	227	327
1087	Suzhou	he	li⁴⁴	l i ⁴⁴	227	327
1088	Wenzhou	he	gei³⁴¹	g ei ³⁴¹	227	327
1089	Changsha	he	tʰa³³	tʰ a ³³	226	326
1090	Loudi	he	tʰɔ⁴⁴	tʰ ɔ ⁴⁴	226	326
1091	Nanchang	he	tɕie²⁴	tɕ j e ²⁴	227	327
1092	Meixian	he	ki¹¹	k i ¹¹	227	327
1093	Guilin	he	tʰᴀ⁴²	tʰ a̠ ⁴²	226	326
1094	Guangzhou	he	kʰøy²³	kʰ øy ²³	227	327
1095	Fuzhou	he	i⁵⁵	i ⁵⁵	230	328
1096	Fuzhou	he	i⁵⁵ nøyŋ⁵³	i ⁵⁵ + n øy ŋ ⁵³	230 193	329
1097	Xiamen	he	i⁵⁵	i ⁵⁵	230	328
1225	Beijing	head	tʰou³⁵	tʰ ou ³⁵	79	333
1226	Ha_erbin	head	tʰour²⁴	tʰ ou ²⁴	79	333
1227	Jinan	head	tʰou⁵³	tʰ ou ⁵³	79	333
1228	Rongcheng	head	tou³⁵	t ou ³⁵	79	333
1229	Taiyuan	head	tʰəu²¹	tʰ əu ²¹	79	333
1230	Taiyuan	head	təʔ²⁻⁴⁵ lau⁵³	t ə ʔ ² + l au ⁵³	256 257	330
1231	Xi_an	head	tʰou²⁴	tʰ ou ²⁴	79	333
1232	Xi_an	head	sɑ²⁴	s ɑ ²⁴	629	332
1233	Chengdu	head	tʰəu²¹	tʰ əu ²¹	79	333
1234	Nanjing	head	tʰəɯ¹³	tʰ əɯ ¹³	79	333
1235	Jixi	head	tʰi⁴⁴	tʰ i ⁴⁴	79	333
1236	Suzhou	head	dʏ¹³	d ʏ ¹³	79	333
1237	Wenzhou	head	dɤu³⁴¹	d ɤu ³⁴¹	79	333
1238	Changsha	head	təu¹³	t əu ¹³	79	333
1239	Changsha	head	lau⁴¹ kʰo⁰	l au ⁴¹ + kʰ o ⁰	257 260	331
1240	Loudi	head	diɤ¹³	d j ɤ ¹³	79	333
1241	Nanchang	head	tʰɛu²⁴	tʰ ɛu ²⁴	79	333
1242	Meixian	head	tʰeu¹¹ na¹¹	tʰ eu ¹¹ + n a ¹¹	79 261	335
1243	Guilin	head	tai²²	t ai ²²	79	333
1244	Guangzhou	head	tʰɐu²¹	tʰ ɐu ²¹	79	333
1245	Fuzhou	head	tʰau⁵³	tʰ au ⁵³	79	333
1246	Xiamen	head	tʰau²⁴⁻²² kʰak³²*	tʰ au ²⁴ + kʰ a k ³²	79 260	334
1206	Beijing	hear	tʰiŋ⁵⁵ tɕiɛn⁵¹	tʰ i ŋ ⁵⁵ + tɕ j ɛ n ⁵¹	252 253	337
1207	Ha_erbin	hear	tʰiŋ⁴⁴ tɕian⁵³	tʰ i ŋ ⁴⁴ + tɕ j a n ⁵³	252 253	337
1208	Jinan	hear	tʰiŋ²¹³⁻²¹ tɕiæ̃⁰	tʰ i ŋ ²¹³ + tɕ j æ̃ ⁰	252 253	337
1209	Rongcheng	hear	tʰiŋ⁵² ciɐn³³⁴	tʰ i ŋ ⁵² + c j ɐ n ³³⁴	252 253	337
1210	Taiyuan	hear	tʰiŋ²¹ tɕie⁴⁵	tʰ i ŋ ²¹ + tɕ j e ⁴⁵	252 253	337
1211	Xi_an	hear	tʰiŋ²¹ tɕiæ̃⁰	tʰ i ŋ ²¹ + tɕ j æ̃ ⁰	252 253	337
1212	Chengdu	hear	tʰin⁴⁵ tau⁵³	tʰ i n ⁴⁵ + t au ⁵³	252 254	338
1213	Nanjing	hear	tʰin⁴⁴⁻⁴² tɕien⁴⁴⁻²²	tʰ i n ⁴⁴ + tɕ j e n ⁴⁴	252 253	337
1214	Jixi	hear	tʰiɑ̃³⁵⁻⁵³ tɕiẽ³⁵	tʰ j ɑ̃ ³⁵ + tɕ j ẽ ³⁵	252 253	337
1215	Suzhou	hear	tʰin⁴⁴ tɕiɪ⁴¹²⁻²¹	tʰ i n ⁴⁴ + tɕ j ɪ ⁴¹²	252 253	337
1216	Wenzhou	hear	tʰeŋ dʑia²¹⁻⁴⁴	tʰ e ŋ ⁴⁴ + dʑ j a ²¹	252 791	339
1217	Changsha	hear	tʰin³³ tɕiẽ⁵⁵	tʰ i n ³³ + tɕ j ẽ ⁵⁵	252 253	337
1218	Loudi	hear	tʰiɔ̃⁴⁴ tɕiæ³⁵⁻⁵	tʰ j ɔ̃ ⁴⁴ + tɕ j æ ³⁵	252 253	337
1219	Nanchang	hear	tʰiaŋ⁴² tɕiɛn⁴⁵	tʰ j a ŋ ⁴² + tɕ j ɛ n ⁴⁵	252 253	337
1220	Meixian	hear	tʰaŋ³³	tʰ a ŋ ³³	252	336
1221	Guilin	hear	tʰei⁴²⁻²⁴ tɕiã²⁵⁻³³	tʰ ei ⁴² + tɕ j ã ²⁵	252 253	337
1222	Guangzhou	hear	tʰɛŋ⁵³ kin³³	tʰ ɛ ŋ ⁵³ + k i n ³³	252 253	337
1223	Fuzhou	hear	tʰiaŋ⁵⁵⁻⁵³ ŋieŋ²¹²	tʰ j a ŋ ⁵⁵ + ŋ j e ŋ ²¹²	252 253	337
1224	Xiamen	hear	tʰiã⁵⁵ tio⁰	tʰ j ã ⁵⁵ + t j o ⁰	252 791	339
1646	Beijing	heart	ɕin⁵⁵	ɕ i n ⁵⁵	352	343
1647	Ha_erbin	heart	ɕin⁴⁴	ɕ i n ⁴⁴	352	343
1648	Jinan	heart	ɕiẽ²¹⁴	ɕ j ẽ ²¹⁴	352	343
1649	Rongcheng	heart	sin⁵²	s i n ⁵²	352	343
1650	Taiyuan	heart	ɕin²¹	ɕ i n ²¹	352	343
1651	Xi_an	heart	ɕiẽ²¹	ɕ j ẽ ²¹	352	343
1652	Chengdu	heart	ɕin⁴⁵	ɕ i n ⁴⁵	352	343
1653	Nanjing	heart	ɕin³¹	ɕ i n ³¹	352	343
1654	Jixi	heart	ɕiɑ̃⁵⁵	ɕ j ɑ̃ ⁵⁵	352	343
1655	Suzhou	heart	sin⁴⁴	s i n ⁴⁴	352	343
1656	Wenzhou	heart	saŋ⁴⁴	s a ŋ ⁴⁴	352	343
1657	Changsha	heart	ɕin³³	ɕ i n ³³	352	343
1658	Loudi	heart	ɕin⁴⁴	ɕ i n ⁴⁴	352	343
1659	Nanchang	heart	ɕin⁴²	ɕ i n ⁴²	352	343
1660	Meixian	heart	sim³³	s i m ³³	352	343
1661	Guilin	heart	ɕiŋ⁴²	ɕ i ŋ ⁴²	352	343
1662	Guangzhou	heart	sɐm⁵⁵	s ɐ m ⁵⁵	352	343
1663	Fuzhou	heart	siŋ⁵⁵	s i ŋ ⁵⁵	352	343
1664	Xiamen	heart	sim⁵⁵	s i m ⁵⁵	352	343
1665	Beijing	heart [compound]	ɕin⁵⁵ tsɑŋ⁵¹	ɕ i n ⁵⁵ + ts ɑ ŋ ⁵¹	352 353	341
1666	Ha_erbin	heart [compound]	ɕin⁴⁴ tsaŋ⁵³	ɕ i n ⁴⁴ + ts a ŋ ⁵³	352 353	341
1667	Jinan	heart [compound]	ɕiẽ²¹³ tsɑŋ²¹	ɕ j ẽ ²¹³ + ts ɑ ŋ ²¹	352 353	341
1668	Rongcheng	heart [compound]	sin⁵² tsaŋ³³⁴	s i n ⁵² + ts a ŋ ³³⁴	352 353	341
1669	Taiyuan	heart [compound]	ɕin²¹ tsɒ̃⁴⁵	ɕ i n ²¹ + ts ɒ̃ ⁴⁵	352 353	341
1670	Xi_an	heart [compound]	ɕiẽ²¹ tsɑŋ⁴⁴	ɕ j ẽ ²¹ + ts ɑ ŋ ⁴⁴	352 353	341
1671	Chengdu	heart [compound]	ɕin⁴⁵	ɕ i n ⁴⁵	352	340
1672	Nanjing	heart [compound]	ɕin³¹ tsɑ̃⁴⁴	ɕ i n ³¹ + ts ɑ̃ ⁴⁴	352 353	341
1673	Jixi	heart [compound]	ɕiɑ̃⁵⁵⁻⁴⁵ tsʰɔ³¹	ɕ j ɑ̃ ⁵⁵ + tsʰ ɔ ³¹	352 353	341
1674	Suzhou	heart [compound]	sin⁴⁴ zɑ̃⁴⁴	s i n ⁴⁴ + z ɑ̃ ⁴⁴	352 353	341
1675	Wenzhou	heart [compound]	saŋ⁴⁴ zuɔ²²⁻²⁴	s a ŋ ⁴⁴ + z w ɔ ²²	352 353	341
1676	Changsha	heart [compound]	ɕin³³ tsan¹¹	ɕ i n ³³ + ts a n ¹¹	352 353	341
1677	Loudi	heart [compound]	ɣuẽ¹³ ɕin⁴⁴⁻³³	ɣ w ẽ ¹³ + ɕ i n ⁴⁴	354 352	342
